text_clean,sentiment,sentiment_
sih malam buka jam pagi ngomong ngomong mantengin,-12.5,-1
tanggal mei besok kantrus mei jam mohon informasi,-12.5,-1
allahuma sholli ala muhammad semogaa lolosss,0.0,0
rehat,0.0,0
coba kaka,0.0,0
email survei yaa,0.0,0
tanda data kunci,33.333333333333336,1
lolos,0.0,0
spam ka,0.0,0
coba akses malam siang akses,0.0,0
mi pilih unismuh makassar jumpa kota daeng,0.0,0
minnn guee d bolehin kaprodi gueeee ikutaannnn,0.0,0
samaaa bgtt,0.0,0
nangisss,0.0,0
semangatt semangattt,0.0,0
bunda maria doa,0.0,0
brarti tutup malam,0.0,0
ikan hak tukar mahasiswa merdeka,40.0,1
jumpa temanteman pmm,0.0,0
suruh login,0.0,0
the nama of jesus,0.0,0
gadiizinin kaprodi semangatt daftar,0.0,0
moga anggota pmm amiin,0.0,0
minnn plissss,0.0,0
sumut,0.0,0
nnti sulit konversi sks,0.0,0
tanda tangan kaprodi,33.333333333333336,1
moga lolos nitip komen pakai akun temen kesini lolos gaess,0.0,0
asikkkk,0.0,0
kause iya ka resiko daftar xixi,0.0,0
tambahin kapasitas univ minnnnnnnn,0.0,0
konfirmasi pengaruh si,33.333333333333336,1
sabar ihhh,50.0,1
uin bukittinggi deh huhu,0.0,0
lolos,0.0,0
hah benerann apaaa,0.0,0
land amin wajib novena nih,-20.0,-1
amiiin moga loloss moga masuk amiin,0.0,0
situs error encountered,-33.333333333333336,-1
email konfirmasi kau email konfirmasi,0.0,0
moga lancar allah,0.0,0
ku pilih ptnya bgtt,0.0,0
ira uin,0.0,0
milih pt overload yah,0.0,0
gutlakkk too bangga,33.333333333333336,1
spam kemaren,0.0,0
nama pt buka,0.0,0
copy code kirim wa,0.0,0
gutlakkkkk bangga,50.0,1
ss coba akses pas malam lancar,0.0,0
anjayyy,0.0,0
moga loloss pmm,0.0,0
kk,0.0,0
nama tuhan yesus lolos pmm bunda maria doa,0.0,0
error websait masukin coba masukin malam,-16.666666666666668,-1
email ter konfirmasi huhuu,0.0,0
sorong,0.0,0
allah,0.0,0
daftar,0.0,0
allah,0.0,0
cung milih pt,0.0,0
mohon,0.0,0
loloss,0.0,0
mohon,0.0,0
aaaaaak semangat pmm moga lolos,20.0,1
allahumma salli ala sayyidina muhammad wa ala ali sayyidina muhammad,0.0,0
pilih pt error,-33.333333333333336,-1
mohon,0.0,0
good luck daftar pmm moga lolos,33.333333333333336,1
hayu,0.0,0
allahumma salli ala sayyidina muhammad wa ala ali sayyidina muhammad,0.0,0
gas merauke,0.0,0
wa konfirmasi sih,0.0,0
awass,0.0,0
semangat semuanyaaa moga lulus kampus impi,16.666666666666668,1
cung izin kaprodi,0.0,0
hayolohhhh,0.0,0
mohon,0.0,0
email konfirmasi gimanaaa,0.0,0
mohon,0.0,0
lolos pmm jawa amin,0.0,0
anak uin mah nangiss,0.0,0
lolos pmm s,0.0,0
yan,0.0,0
bismilah,0.0,0
yukk ajaa,0.0,0
izin lampir nomor rekening pengaruh lolos,16.666666666666668,1
amin,0.0,0
denger nenek nenek ngupil arti,0.0,0
standbay wa vc or ob,0.0,0
mas,100.0,1
beda sekolah dongggg,0.0,0
emang lolos,0.0,0
hiii denger gunting kuku lho,0.0,0
daftardaftar,0.0,0
dm yaa,0.0,0
bismillahirrahmanirrahim,0.0,0
loh,0.0,0
lolos,0.0,0
kkk,0.0,0
maksud ganti norekening ganti norek nunggu verifikasi,0.0,0
terimakasih informasi,0.0,0
sptjm corett,0.0,0
selamat juang moga lolos,25.0,1
ganti laptop,0.0,0
goodvibes mah,0.0,0
yuk yuk yuk jam tanggal juni nih submit pemdaftaran yaaaa,-10.0,-1
tunggu,0.0,0
ganti,0.0,0
telat,0.0,0
tolong daftar admin,0.0,0
allahumma sholli ala sayidina muhammad mudah lolos berkas,12.5,1
nama tuhan yesus,0.0,0
astungkara lulus,0.0,0
aaaaaminnnn yaaaaallahhh,0.0,0
makasii informasi,0.0,0
kelulus berkas malam nunggu,0.0,0
moga rejekinya dess semangat,25.0,1
msib syarat mhs poin mahasiswa nomor induk siswa nasional nisn daftar dapodik verifikasi akun kampus merdeka status aktif aktif jeda kuliah status aktif tolong mohon kasih tau aktifasi konfirmasi sdsma sd kota kunjung tolong dibales,5.714285714285714,1
pakai laptop,0.0,0
gantung ajar metode pilih salah,-20.0,-1
error coba pakai pc,-25.0,-1
semester,0.0,0
download brimo,0.0,0
moga,0.0,0
terima,100.0,1
donk kasih solusi kasih rekening nama orang,14.285714285714286,1
orang wajib pakai nama nnti verifikasi pakai nama beda huruf nunggu verifikasi dllnya pakai nama orang nnti,-5.882352941176471,-1
aamiin ka,0.0,0
tutor,0.0,0
allah moga kali lulus aamiin,0.0,0
pkm minn allah,0.0,0
bri online,0.0,0
alhamdulillah moga mudah,33.333333333333336,1
iya dapet sekolah sesuai cari,20.0,1
lolos angkat,0.0,0
moga,0.0,0
bismillahirrahmanirrahim moga lulus,0.0,0
tuju banget ngurus berkas daftar buka hihi,0.0,0
nomor rekening pakai saudara bni atm,0.0,0
karang tutup,0.0,0
smstr smstr daftar,0.0,0
bikin atmnya besok bantu,0.0,0
harap biaya hidup yah niat magang harap keluarkeluar timbul emosi,0.0,0
goodvibes lulus kasih pilih ubah alamat,16.666666666666668,1
moga lolos aminn,0.0,0
mohon maaf nih lulus pilih alamat batas kali alamat daftar beda nyata lulus ganti alamat cari sekolah cocok,-5.555555555555555,-1
d gb tele,0.0,0
bismillahirrahmanirrahim lolos kampus ajar aamiin,0.0,0
tolong biar bnerin dokumen,0.0,0
jt terima beasiswa perintah,25.0,1
huhu next urus berkas jauhjauh tutup daftar kaka,0.0,0
pas kece dokumen lihat dokumen gimn,0.0,0
moga lolos angkat tuhan,0.0,0
data sinkron pddikti,0.0,0
iya lulus,0.0,0
goodvibes masuk ituu,0.0,0
moga lolos,0.0,0
an,0.0,0
moga hasil muas,0.0,0
goodvibes domisili daftar banget,0.0,0
pindah domisili minggu,0.0,0
terimakasih cerah,50.0,1
jalan abdi tuju insan didik moga lolos aamiin,0.0,0
tolong,0.0,0
goodvibes iyaa,0.0,0
goodvibes,0.0,0
sekolah pilih dasar alamat domisili isi daftar,0.0,0
moga kampus liburrr,0.0,0
goodvibes masuk alamat pilih sekolah tim program kasih pilih sekolah pilih pilih sekolah,7.6923076923076925,1
yaallah lolos hambaaaa,0.0,0
allah,0.0,0
lulus tahap milih sekolah masuk alamat tolong panitia masukin alamat pilih sekolah efektif domisili,7.142857142857143,1
kampus ajar cmn,0.0,0
tanda tangan pakai elektronik,25.0,1
tanda tangan pakai elektronik,25.0,1
moga kasih jumpa adek sdsmp kasih insight aaminn,12.5,1
perpanjanggg miinnnn sptjm turunn niii,0.0,0
yaa bisaa yuk,0.0,0
tes tanggal,0.0,0
tuju libur,0.0,0
bismillahirrahmanirrahim,0.0,0
sr,0.0,0
berkas tanda tangan elektronik,25.0,1
perpanjangggg minnn,0.0,0
papa ipk transkip surat rekomendasi,20.0,1
ihh lanjur daftar,0.0,0
terima kasih,100.0,1
coba pakai laptop,0.0,0
pengaruh beda transkip nilai situs,40.0,1
moga lolos aamiin,0.0,0
terimakasih,0.0,0
okee makasii,0.0,0
iyaa temen,0.0,0
kog hehe,0.0,0
pakai twibbon kah kk,0.0,0
juli bg,0.0,0
moga lolos aamiin,0.0,0
beneran kakpunya kakak kah,0.0,0
mohon sibuk bangat kerja uas semester urus urus utama berkas lengkap susah bangat tanda tangan senang bangat cuti mohon,5.2631578947368425,1
tau ubah pengaruh data,25.0,1
dongkampus libur,0.0,0
biaya hidup dapet,0.0,0
yaa data akademik ipk gasesuai ganti loh permanen tolong arah,0.0,0
nitip,0.0,0
amin,0.0,0
moga bisaaaa lolos aamiin,0.0,0
kampus libur,0.0,0
sr,0.0,0
moga,0.0,0
semangat salam kakak,33.333333333333336,1
unggah dokumen plus bantuin kemarin,0.0,0
kakk dongg,0.0,0
allahumma sholli ala sayyidina muhammad,0.0,0
harap proses adm lambat informasi kampus libur,-14.285714285714286,-1
biar,0.0,0
kocak,0.0,0
rd,0.0,0
lolos kampus ajar angkat,0.0,0
allah moga kali lulus aaamiinn,0.0,0
lengkap,-100.0,-1
bangsa negara abdi negeri,0.0,0
nitip,0.0,0
nte mbak,0.0,0
nama tuhan yesus lolos,0.0,0
bissmillah,0.0,0
kocak,0.0,0
taut twibbon,0.0,0
sptjm revisi kah,0.0,0
moga lancar aamiin yra,0.0,0
puji tuhan lolos,0.0,0
kun fayakun allah,0.0,0
cv profil wajib banget isi si,-16.666666666666668,-1
moga hasil,0.0,0
jam,-100.0,-1
submit data masuk yah,0.0,0
mohon adm selesai tanggal merah,0.0,0
daftar ko yah mohon direspon,0.0,0
bismillahirrahmanirrahim moga mudah jalan lolos tahap aamiin yarabb,12.5,1
bagus,100.0,1
ayoo,0.0,0
minimal smt maksimal,0.0,0
minimal bbh cair grgr revisi sptjm nunggu hadeh kaco,0.0,0
kampus kampus sulit mahasiswa lulus manfaat mahasiswa prestasi bodoh kampus pintar cari uang,15.384615384615383,1
lee,0.0,0
nuntut bbh semangat,33.333333333333336,1
semangat ortuku kayak kalah deh baca komentar,0.0,0
mengsedih,0.0,0
akun email pakai daftar kampus ajar hilang daftar kampus ajar,-10.0,-1
muncul silah cek,0.0,0
muncul mitra cek situs kampus merdeka,16.666666666666668,1
bayarin bbh,0.0,0
mohon maaf izin coba daftar kampus ajar keti nama kampus muncul kampus daftar pddkit solusi,-6.666666666666667,-1
p bbh,0.0,0
pakai toa masjid bbh cairin jalan nih,0.0,0
pakai admin obat tht,25.0,1
selamat malam izin proses cair bbh mahasiswa progam batch iv pasuk minggu bbh kunjung cair alas tim libur proses cair bbh progam cair mei lihat rekanrekan progam msib aju mobilisasi bantu mobilitas kota kota laksana progam terima bbh april mahasiswa aju mobilitas terima bbh izin pakibu mang bijak progam kampus merdeka rupa progam tingkat kapasitas sdm indonesia monitoring evaluasi sangkut langsung progam lihat angkat angkat kendala proses cair bbh mohon izin progam bertanggungjawab imbas mahasiswa percaya mang bijak tim kampus merdeka kirim email bunyi cair bbh termin penuh syarat penuh syarat welcoming proses cair lapor acc mentor dokumen sesuai tau oh bijak ubah jalan diinfomasikan msib tau baca informasi moga proses cair bbh cepat terimakasih izin tag prime kpk,5.882352941176471,1
kampus ajar angkat anak organisasi lolos program kampus ajar,0.0,0
selamat soreee msib batch kait cair bbh tim lpdp proses terima program februari terima bantu biaya hidup mesti janji cair bbh mohon bantu butuh biaya tinggal butuh seharihari,7.142857142857143,1
perintah respon,0.0,0
iya bang bagus bagusin linked in,16.666666666666668,1
bagusin instagram bang cv pakai akun fake,0.0,0
iyaa bilang proses seleksi mitra,0.0,0
titip informasi,0.0,0
terimakasih arti situs kampus merdeka tentative,16.666666666666668,1
nitip informasi kait daftar msib batch ri,0.0,0
daftar cuy cv lulus kuliah experience,0.0,0
bbh tolong cair donggggg minggu woi nih hak bom bayar selesai magang ri ri kpk transparasi nih wkwkwk,0.0,0
sertifikat msib masuk prestasi kuras iyaa bagiamana alur dasar informasi puspresnas laku kuras selenggara acara mohon bantu ri,0.0,0
halo mohon izin dftr program kampus ajar angkat nama trdftr pddkti,0.0,0
program msib daftar program kamjar,0.0,0
labina,0.0,0
mohon bbh dikeluarin buka batch,0.0,0
bbh msib batch cairin tanggal mei ni magang masuk minggu bbh termin dicairin masak nunggu tanggal mei beneran kerja banget jatohnya minggu magang sptjm mulu dijadiin alesan,3.703703703703704,1
mohon maaf magister program kampus ajar,-16.666666666666668,-1
halo suara suara temen temen masuk kena cair bantu biaya hidup harap moga teks baca admin izin hak kerja hitung mohon tim msib tolong cair bbh lihat tanggal mei hitung masuk magang msib bbh febapril cair alas sptjm temen temen valid sptjm temen temen valid diberitahukan diberitahukan terima magang february alas msib bbh undur cair mohon informasi mohon maaf temen temen magang daerah bayar uang kos uang makan uang transportasi uang mitra projek lingkup lingkung kantor biaya kerja akibat kendala uang transportasi kantor bbh cair mohon tim jajar program msib mohon baca keluh kerja daerah masingmasing daerah sekian terimakasih selamat malam salam hangat god bless all,2.830188679245283,1
daftar in ngoni,0.0,0
inti panitia msib asyik bikin post mempekeruh mahasiswa ig akun serang mahasiswa komentar beliau rajin post facebook nama fbnya wachyu haji,4.761904761904762,1
apresiasi msib batch bu mohon bijaksana kondisi heran akun ketua panitia ig ngepost facebook bikin keruh inti ketua panita wahyu haji becus,9.090909090909092,1
panitia piknik cari ig fb wachyu haji cek,0.0,0
bbh cair nonton coldplay,0.0,0
oeh,0.0,0
bbh kabar,0.0,0
kpk,0.0,0
baa,0.0,0
smts arti smt,0.0,0
smt,0.0,0
bbh msib cair duit nih jerat pinjol grgr program prematur,-10.0,-1
bbh msib cair duit nih jerat pinjol grgr program prematur,-10.0,-1
ayo coba,0.0,0
wkekwk komennya tengok,0.0,0
bbh cairin buka program,0.0,0
hak bbh kemaren bilang april usaha tolong ajar amanah survei batch batch kerja tolong tutup mulut orang berani program berani mempertanggungjawabkan hak orang,8.695652173913043,1
akunsayaa,0.0,0
coba baca komentar ttg usut sulit cair bbh,0.0,0
woi ketemu ayo panitia panitia kampus merdeka batch kecut tanggung panitia hah hak orang dipenuhin woi pura bodoh orang janji janji palsu dikeluarin bbh turun april mundur mei mei mundurin juni panitia minimal pilih orang cari orang integritas program tau ham manusia,0.0,0
bbh cairkann,0.0,0
gmana yah minimal laksana giat semester arti daftar semester mahasiswa semester semester,8.333333333333334,1
daftar ka batch bbh bom cair,-16.666666666666668,-1
tantrii bsi,0.0,0
kampus tau,0.0,0
kampus ajar angkat alhamdulillah lancar sih cair,0.0,0
buka muluuu bbh batch kemanain nihh pakai urus kah maniisss,0.0,0
kampus ajar kali seru,0.0,0
koor kampus ngajuin panitia kamjar deh,0.0,0
sabar salur jjs,33.333333333333336,1
woi bbh woi uang habis belik minyak,0.0,0
hak woi,50.0,1
in,0.0,0
maksud semesteer semester magang,0.0,0
buka tanggal,0.0,0
emanng bang,0.0,0
hahaha butuh mki dek,0.0,0
oke,0.0,0
titp tau buka,0.0,0
angkasa,0.0,0
nidn nidk tara,0.0,0
tengkyuuuu,0.0,0
yuk daftar kampus ajar khawatir bbh kampus ajar mah aman cair rajin bikin lapor,7.142857142857143,1
daftar,0.0,0
semangatt yah bestiee,0.0,0
panitia hak bbh kasih respon bener template kampus merdeka merdeka nama,27.272727272727277,1
program magang msib kampus merdeka buka yh,14.285714285714286,1
batch bener nalar anak magang hak cepat lambat alesan kl timbang administrasi kerja cepat resiko anak magang uang hidup tolong panitia msib evaluasi buka program intropeksi batch surver isi evaluasi sekian,6.451612903225806,1
yn gaskeunnnn,0.0,0
tani i,0.0,0
nnti hayoo,0.0,0
terimakasih,0.0,0
nayy bantu biaya hidup ka,0.0,0
smt,0.0,0
noora d s,0.0,0
smt,0.0,0
af maaf tau bbh,-25.0,-1
semester daftar,0.0,0
bollehhhhh,0.0,0
ayo daftar,0.0,0
lek enek ws budal,0.0,0
yok,0.0,0
program kampus merdeka multiple apply jaga biar lolos milih,11.11111111111111,1
daftar,0.0,0
naung kemenag tau,0.0,0
lihat junijuli,0.0,0
nk meh ikit mending inihh,0.0,0
yuk teman,0.0,0
univ bawa naung kemenag,0.0,0
adminnya fast respon budek wkwkwkwkwk,20.0,1
markicob tau iseng hadiah keun xixixi bg error,0.0,0
kurniairiani wkwkwk mari,0.0,0
dosen praktisi buka,0.0,0
gaas brader error plajaran smt kite online xixix,-12.5,-1
kurniairiani,0.0,0
ok,0.0,0
hah,0.0,0
nggaa,0.0,0
alumni,0.0,0
lur,0.0,0
izin semester minimal cmiiw,0.0,0
nitip kakk,0.0,0
nitip,0.0,0
maaf izin uin daftar,-25.0,-1
sri dek,0.0,0
masak behh banget,0.0,0
bbh msib cairin kpk,0.0,0
semester gas sih,0.0,0
magang merdeka buka daftar,25.0,1
semester,0.0,0
turunin bbh hutang warung kopi warung kopi langsung buru tutup warung,-9.090909090909092,-1
kemenag,0.0,0
bbh magang batch turun hayuk panitia manis manis yuk bbh turun yuk haduhh cakepnyaaaaa jalan say,6.25,1
tugas serentak saran semester genap,0.0,0
kampus ajar bae,0.0,0
kk seleksi vcat cepat pmm,20.0,1
tolong bbh cair pinjol bawa parang rumah,0.0,0
kuy daftar dapet uang jajan v,0.0,0
bbh msib cair,0.0,0
nahh,0.0,0
d s yah program s terimakasih,0.0,0
ngeneki ta,0.0,0
laksana,0.0,0
terimakasih informasi,0.0,0
gass,0.0,0
iya batch selesai juni,0.0,0
deh takunya lolos,0.0,0
daftar,0.0,0
bbh nih mans,0.0,0
bbh domg,0.0,0
april mobilisasi garata,0.0,0
tolong admin bbh termin mei lihat hilal tf,0.0,0
tah coba biar semester ajar kampus,0.0,0
junijuli,0.0,0
magang merdeka,50.0,1
translet abstrak skripsi sayang,25.0,1
kk daftar pmm kelulus daftar blh,0.0,0
selesai pmm gaskeun kampus ajar,0.0,0
alhamdulillah,0.0,0
ukt bayar,0.0,0
dongg,0.0,0
yok,0.0,0
ka download sptjm sr,0.0,0
bbh magang msib urus cair buka program ngurus program bener,0.0,0
lewatmi,0.0,0
rd,0.0,0
moga yaa,0.0,0
tau uin naung kemenag,0.0,0
uin kah,0.0,0
tiati guys uang pmm ancurr bantu hidup ratus cair sekaraang,0.0,0
tindak huhu minggu,0.0,0
kendala pddikti,0.0,0
ka,0.0,0
program dam bagus loh ksksksk,20.0,1
izin dftr pmm,0.0,0
iya perihal ukt bayar personal,0.0,0
chat in,0.0,0
mmy udahh spam,0.0,0
balas bot,0.0,0
waahh kaa emgnya penasaran pikir pmm,0.0,0
informasi upload data,0.0,0
ayoo adain uin jugaa,0.0,0
banget bls,0.0,0
anak uin daftar,0.0,0
semester si,0.0,0
misi daftar pmm gagal pmm,-20.0,-1
nanyak pmm semester,0.0,0
kakbot santai respon banget,25.0,1
izin beasiswa beasisiwanya opsi prngisian data,0.0,0
daftaro eman mumpung enek,0.0,0
cair dana sulit wkwkwkwkkwk,0.0,0
samberi,0.0,0
euy,0.0,0
maaf syarat y,-33.333333333333336,-1
buka jari,0.0,0
maaf buka pmm syaraty,-25.0,-1
live streamingnya save youtube,0.0,0
kakk informasi,0.0,0
nk kah kk,0.0,0
kudu gas gasiih dess,0.0,0
gass pok,0.0,0
dm yaa,0.0,0
banget booster,0.0,0
elsaa tau univ tuju,0.0,0
rk,0.0,0
dfite,0.0,0
emang sosialisasi bentrok jam,-25.0,-1
pakkkk,0.0,0
hmd,0.0,0
informasi grub,0.0,0
anhari nrhsnh,0.0,0
kuan daftar semester genap berangkat pmm semester ganjil semester berangkat semester,-9.090909090909092,-1
elsaa cdm,0.0,0
ukt bayar patah semangat pmm,0.0,0
kirai sosialisasi bikin senang patah semangat pmm,14.285714285714286,1
yok,0.0,0
semester,0.0,0
iya yah,0.0,0
ayok,0.0,0
besti,0.0,0
uin mohon adain,0.0,0
salsabilabrs gas,0.0,0
informasi grup sharing,0.0,0
s tukar ajar,0.0,0
informasi grup,0.0,0
nt,0.0,0
tengok,0.0,0
gaskeunn,0.0,0
usaha msk yh,-33.333333333333336,-1
nama kemendikbud gerak bidang didik didik pisah,0.0,0
okee,0.0,0
maa besok bawa lepi kali yak enaknyaa udu dftr maa,0.0,0
izin tau uin naung kemenag kemendikbud,0.0,0
ank uin sklian platform kurikulum sih mbkm gadiberi akses deskriminasi didik,0.0,0
cobaaa,0.0,0
ip,0.0,0
ppm brapa orang prodifakultas,0.0,0
cek dm,0.0,0
ayokk,0.0,0
iyaa,0.0,0
af kuy smster yaa,0.0,0
ken magang tukar ajar,0.0,0
af mi ikott niiss,0.0,0
tau,0.0,0
elsaa,0.0,0
daftar isi mata kuliah tawar ka,16.666666666666668,1
elsaa dm daftar pt,0.0,0
ayok grub yok unpad,0.0,0
vokasi gasskeun sih,0.0,0
siapppo,0.0,0
iya ka beda univ beda atur kali ka univ ha dibolehin sem,0.0,0
ap,0.0,0
udahh dapet akuu dm yaa,0.0,0
elsaa nitip jugaa dapett kirimminn,0.0,0
pmm pas semester padet nyusun skripsi,0.0,0
request tanggal kebrangkatan yaa,0.0,0
e,0.0,0
pm dek,0.0,0
yuks,0.0,0
thnkssssss,0.0,0
auliana ayok ikutt,0.0,0
cek dm,0.0,0
dis,0.0,0
elsaa dek cht pribadi coba,0.0,0
mpat kah,0.0,0
elsaa nitipp,0.0,0
daftar pt kah cek,0.0,0
ayoo,0.0,0
zoom,0.0,0
univ padjadjaran bareng yok,0.0,0
gaskenn pallkue,0.0,0
univ fokus skripsi,0.0,0
kuan semster ganjil,-33.333333333333336,-1
buka sem,0.0,0
yah sem pmm tt,0.0,0
kuan ganjil,-50.0,-1
semester si,0.0,0
oh pokok,0.0,0
ooo,0.0,0
ooooo,0.0,0
m,0.0,0
o,0.0,0
po,0.0,0
tukar mahasiswa pmm,0.0,0
tyle rado ci moim sercu w nie otrzyma em m j zysk mog teraz zap aci rachunki dzi kuj tradermacy,0.0,0
s s s s s x ss s s s tradermacy,0.0,0
ptry naynay,0.0,0
taut daftar,0.0,0
dm,0.0,0
yaa,0.0,0
myranabella ipy,0.0,0
ka bbh cair,0.0,0
tolong cv pt elekro otomotif kumunikasi semuaa,0.0,0
doa panitia mbak doa buruk mbak harap,-14.285714285714286,-1
tau gaa maksud klaim study indenpenden,0.0,0
sampek nih fi suruh nunggu,0.0,0
emangnyaa,0.0,0
bal ye,0.0,0
tolong situs erorrrrrrrr,0.0,0
adminn tolonggg cekk dm akuuuu pliss butuh bantuaan upload sptjm sr plisss bantuin,0.0,0
myranabella,0.0,0
myranabella respon,0.0,0
izin hormat tolong bantu cair bbh mahasiswa revisi sptjm ikan bbhnya tolong langsung hidup mohon bantu sebesarbesarnya tolong perhati sulit uang cair uang salam merdeka ajar kampus merdeka,7.142857142857143,1
bilang revisi minggu resend berkalikali kaya dimasukin spreadsheet gaambil offering nama mohon banget inimah revisi dongkol loh makan kalimat tunggu revisi beres jelasjelas orang revisi benerbener bom resend sptjm maaf mohon banget nih beneran cek sebenarbenarnya,-2.7777777777777777,-1
iyaaa ni,0.0,0
myranabella tolong,0.0,0
tolong diperhatiin,0.0,0
myranabella,0.0,0
myranabella,0.0,0
oiii,0.0,0
bbh revisi sptjm nunggu submit mei loh,0.0,0
myranabella,0.0,0
dftr pilih usaha klik daftar muncul syarat templet sptjm rekomendasi maaf salah,-25.0,-1
daftar mitra,0.0,0
myranabella,0.0,0
magang loh masuk dunia kerja lupa cv friendly daftar msib,10.0,1
tutor magang didpr,0.0,0
wkwkk,0.0,0
halo ketidaktelitian panitia nih menginput nama mahasiswa revisi sptjm mahasiswa nyata mobilisasi terima bbh termin nama revisi sptjm mahasiswa tolak tawar magang terima nama masuk revisi sptjm coba panitia double recheck spreadsheetnya tau kesalahankesalahan wajar orangorang revisi revisi kena imbas bbh mohon timbang panitia temanteman terima bbh periksa spreadsheet tribe nama cantum terima kasih,5.555555555555555,1
tau download format surat rekomendasi sptjm magang terima kasih,33.333333333333336,1
magang merdeka mahasiswa on going s,16.666666666666668,1
magang bal,0.0,0
tau sih nasib aju cair termin allah sebal uji sabar,10.0,1
id bener,0.0,0
revisi cair,0.0,0
bantu sih,0.0,0
serang komentar jelek gais salam msib batch,-28.571428571428573,-1
catet say tanggal ny,0.0,0
yuk,0.0,0
aju,0.0,0
informasi batch lowongn dpr bukn si,0.0,0
cari bbh revisi sptjm cair,0.0,0
tuju kampus,0.0,0
kuy,0.0,0
yok sosialisasi besok jumat biar ngang ngong,0.0,0
termin telat naudzubillah kabar termin,0.0,0
pritttt bbh cair,0.0,0
catet wktunyaaaaa,0.0,0
iya pku biar haha,0.0,0
panitia msib kocak tau malu salah administrasi cair selesain bayar batch gaji nih bos senggol dongg,-12.5,-1
daftar kuat mental rantau haha,20.0,1
msib msib,0.0,0
buka mitra msib,0.0,0
doa aniaya terdholimi moga panitia anak turun kerja uang gaji sulit bayar aamiin koar koar program unggul bbh cair cair,10.0,1
riau,0.0,0
saran lokasi magang kota pekanbaru,0.0,0
ganti file transkrip nilai cv baharu kait dokumen sr sptjm lho mohon,8.333333333333334,1
cocok banget latih sabar,50.0,1
tolong mahasiswa aju revisi sptjm usaha cair lambat jumat minggu hutang banget magang hutang,-21.428571428571427,-1
sosialisasi msib angkat pemuda ajar merdeka semangat visi mari bangun inklusif daya saing kuat mitra wujud potensi gerak maju tuju gemilang sosialisasi msib angkat pemuda ajar merdeka laksana jumat mei wib ruang zoom taut daftar sosialisasi,11.11111111111111,1
minimal selesain bbh termin,0.0,0
maksud tembus sptjm,0.0,0
diksss,0.0,0
y,0.0,0
jurus kimia jarang banget msib,0.0,0
mitranyanya,0.0,0
woy bbh cairin anjir,0.0,0
isi komen wakil asa chuaksss,-20.0,-1
yahh bongkar bang,0.0,0
sad,-100.0,-1
dapet jodoh,0.0,0
yuk alam lupa cv friendly,0.0,0
yuk lupa cv friendly,0.0,0
bbh informasi msib bbh telat,0.0,0
anak studi independen dapet bantu,0.0,0
kepingin mahasiswa,0.0,0
s melaa gass,0.0,0
maksud tembus sptjm,0.0,0
msib paid unpaid,0.0,0
minnn pleasee waktunyaa kampus lamaa bangett persyaratannyaa,0.0,0
bayang si urus bbh kelar oprec next batch mah deh,0.0,0
minimal bbh cairin,0.0,0
habis baca komennya berfikir sial daftar,-16.666666666666668,-1
studi independen sertifikasi sertifikasi chuakszzzz,0.0,0
sib tukar ajar dampak,0.0,0
novv dapet kk,0.0,0
nih,0.0,0
adil alas,50.0,1
alas bbh cair,0.0,0
msib bbh ajak,0.0,0
informasi tribe mitra sii an sptjmnya tinggal mahasiswa revisi sptjm clear insyallah termin aju nak sptjm usaha jumat cair,-5.2631578947368425,-1
mohon evaluasi laksana program seleksi program selesai issue terima kasih,10.0,1
iya batch emang lancar rasain batch batch rasain ampas banget,0.0,0
alas msib bbh telat pakai banget janji palsu bbh cair admin laku both mulu,0.0,0
fyi batch panitia komitmen memvalidasi data daftar ragu gugur calon berkas salah berkas salah gugur alas error sistem kasih solusi sebenernya tuju bagus eksekusi nihil alas bbh lambat bawa bawa sptjm seleksi februari kemarin panitia ngapain,-2.7777777777777777,-1
harap kerja panitia msib niscaya kecewa,0.0,0
stupen dapet bbh yaa,0.0,0
baco komen,0.0,0
mitra tinggal,-50.0,-1
manifesting terima msib aamiin,25.0,1
baca komennya,0.0,0
beasiswa kjmu nerima bbh kampus ajar dapet niat msib,0.0,0
affa iya,0.0,0
baca komen bunf,0.0,0
iya cman produ d bolehin akuu smt huhu ngomong ngomong semangat kakk,8.333333333333334,1
udahh bisaa semester daftar batch,0.0,0
jalan smt,0.0,0
emang kaka semester,0.0,0
aamiin moga anak turun kerja bayar,16.666666666666668,1
duhh bom tau arah kanan kiri,-16.666666666666668,-1
cairin bbh miskin banget kota orang,-16.666666666666668,-1
bbh sulit hehe,0.0,0
ovt,0.0,0
gass wkkw,0.0,0
niat batch,0.0,0
data mahasiswa anak grup tele msib batch,0.0,0
msib usaha,-50.0,-1
minimal bbh cairin,0.0,0
prodi farmasi si,0.0,0
mohon baca mas tanggal sistem cair bareng berkelompokbukan individu hambat sistem kait sistem terima kasih,20.0,1
h selesai magang mas aju tanggal april cair sisa kasih informasi suruh nunggu mei mundur kerja mundur mei mundur revisi sptjm sptjm cut bener nyata revisi panitia bener ecek program,3.333333333333333,1
batin kali,-50.0,-1
cairin bbh,0.0,0
bbh woi,0.0,0
informasi,0.0,0
alas program kampus mengsabar ghosting telegram mute ruang aspirasi batas bbh caircair penuh drama gantung panitia msibnya moga aamiin,0.0,0
netsle,0.0,0
sabar butuh proses ribu langsung turun bener tervalidasi data,11.11111111111111,1
sptjm sptjm lagilagi sptjm selamat lumut desa orang,12.5,1
gamalu kahgaji dapet selesai program,0.0,0
